mpids,formula,bg_mp,bg_exp,num_elements,source
mp-9770,Ag8GeS6,0.6102000000000001,1.45,3,BandgapDatabase1
mp-29678,AgBiS2,0.5212,0.98,3,BandgapDatabase1
mp-1195243,AgP15,1.2132,1.38,2,BandgapDatabase1
mp-1582,As2O3,4.0339,4.5,2,BandgapDatabase1
mp-1238815,B4C,3.0415,1.795,2,BandgapDatabase1
mp-10044,BAs,1.203699999999999,1.39,2,BandgapDatabase1
mp-23388,Bi2(MoO4)3,2.717,2.77,3,BandgapDatabase1
mp-1200193,Bi2Mo2Se2O13,2.8105,3.15,4,BandgapDatabase1
mp-1190564,BiPO4,3.7758,4.05,3,BandgapDatabase1
mp-18855,Co2Te3O8,2.4813,3.6,3,BandgapDatabase1
mp-755749,Cr2O3,2.405899999999999,3.08,2,BandgapDatabase1
mp-1019602,Cs2Al2B2O7,4.249,4.13,4,BandgapDatabase1
mp-1190579,Cs2Cu2Sb2S5,1.104299999999999,1.6,4,BandgapDatabase1
mp-1105419,Cs2Hg3S4,1.732499999999999,2.8,3,BandgapDatabase1
mp-17905,Cs2Hg6S7,0.6230999999999991,1.63,3,BandgapDatabase1
mp-31285,Cs2PdSe8,1.1887,1.5,3,BandgapDatabase1
mp-573763,Cs2Te,1.774,3.5,2,BandgapDatabase1
mp-1194749,Cs2ZnGe3Se8,1.4028,2.31,4,BandgapDatabase1
mp-1194701,Cs2ZnSn3Se8,1.2553,2.12,4,BandgapDatabase1
mp-683903,Cs3Nb2AsSe11,0.9588,1.35,4,BandgapDatabase1
mp-1204289,Cs4BiAs3Se7,1.4739,1.02,4,BandgapDatabase1
mp-680246,Cs4Zr3S14,1.466,2.35,3,BandgapDatabase1
mp-866615,CsAg2AsS3,1.65,2.7,4,BandgapDatabase1
mp-554408,CsAgSb4S7,1.456,2.04,4,BandgapDatabase1
mp-1191636,CsCdBO3,1.646199999999999,2.58,4,BandgapDatabase1
mp-1196438,CsCu2AsS3,1.3532,2.3,4,BandgapDatabase1
mp-7155,CsErZnSe3,2.1566,2.595,4,BandgapDatabase1
mp-562726,CsGaS3,2.647199999999999,2.78,3,BandgapDatabase1
mp-1104469,CsGdZnTe3,0.8742999999999991,2.13,4,BandgapDatabase1
mp-559459,CsInS2,2.4776,3.4,3,BandgapDatabase1
mp-1200720,CsInSe2,1.630199999999999,2.81,3,BandgapDatabase1
mp-1199743,CsInTe2,1.3522,2.16,3,BandgapDatabase1
mp-1192413,CsInTe3O8,3.066,3.9,4,BandgapDatabase1
mp-1202825,CsLu7S11,2.031799999999999,1.86,3,BandgapDatabase1
mp-1203743,CsLu7Se11,1.510499999999999,1.78,3,BandgapDatabase1
mp-1225967,CsPSe6,1.6167,1.9,3,BandgapDatabase1
mp-510062,CsSmCdSe3,2.0217,2.46,4,BandgapDatabase1
mp-7212,CsSmHgSe3,1.3625,2.374,4,BandgapDatabase1
mp-638078,CsTbZnTe3,1.3573,2.12,4,BandgapDatabase1
mp-1025340,Cu2WSe4,1.275699999999999,1.64,3,BandgapDatabase1
mp-27954,CuN3,1.6279,4.565,2,BandgapDatabase1
mp-4468,CuSbS2,0.722699999999999,1.5,3,BandgapDatabase1
mp-2345,Dy2O3,3.925499999999999,4.8,2,BandgapDatabase1
mp-1270,Dy2S3,0.593799999999999,2.955,2,BandgapDatabase1
mp-1189242,Dy3GaS6,2.061499999999999,2.81,3,BandgapDatabase1
mp-1196712,Dy4GaSbS9,2.0092,2.58,4,BandgapDatabase1
mp-209,Er2Se3,0.7923,1.66,2,BandgapDatabase1
mp-1983109,ErBiW2O9,2.543399999999999,3.26,4,BandgapDatabase1
mp-565814,Fe2O3,1.3902,2.2,2,BandgapDatabase1
mp-1181313,Ga2(TeO3)3,3.7830999999999992,4.145,3,BandgapDatabase1
mp-1196063,Ga2Se2O7,3.4975,4.61,3,BandgapDatabase1
mp-2490,GaP,1.603899999999999,2.26,2,BandgapDatabase1
mp-669509,Gd2S3,0.5267000000000001,2.63,2,BandgapDatabase1
mp-1199284,Gd4GaSbS9,1.518,2.41,4,BandgapDatabase1
mp-510490,GdScS3,1.1773999999999991,2.1,3,BandgapDatabase1
mp-9252,HgS,1.6863,0.7,2,BandgapDatabase1
mp-22598,In2O3,0.6305000000000001,3.3,2,BandgapDatabase1
mp-1199125,In2Se2O7,2.8578,2.97,3,BandgapDatabase1
mp-2833,IrS2,0.5371,0.9,2,BandgapDatabase1
mp-1223709,K2Ag3Sb3S7,1.8381999999999992,2.2,4,BandgapDatabase1
mp-571637,K2Cd2Te3,1.882299999999999,1.93,3,BandgapDatabase1
mp-18101,K2Cd3S4,1.9018,2.75,3,BandgapDatabase1
mp-1198419,K2Cd3Se4,1.4027999999999992,2.43,3,BandgapDatabase1
mp-18531,K2Cd3Te4,1.438,2.26,3,BandgapDatabase1
mp-1195550,K2Ce(PO4)2,1.4179,2.46,4,BandgapDatabase1
mp-1199482,K2Gd2Sb2Se9,0.922,1.33,4,BandgapDatabase1
mp-1172870,K2Ho4Cu4S9,0.8687,2.43,4,BandgapDatabase1
mp-1223734,K2La2Sb2S9,1.1627,2.2,4,BandgapDatabase1
mp-1223975,K2Nd2Ti3O10,2.2681,3.25,4,BandgapDatabase1
mp-505138,K2PdSe10,1.0743,1.48,3,BandgapDatabase1
mp-1022,K2S,2.3201,2.1,2,BandgapDatabase1
mp-8426,K2Se,2.0925,2.035,2,BandgapDatabase1
mp-555587,K2SmP2S7,2.2591,2.59,4,BandgapDatabase1
mp-1747,K2Te,2.141,1.9,2,BandgapDatabase1
mp-559251,K3Cr2(PS4)3,1.378099999999999,1.35,4,BandgapDatabase1
mp-542545,K3Nb2AsSe11,1.1802,1.53,4,BandgapDatabase1
mp-1211748,K3Ta2AsS11,1.8918,2.21,4,BandgapDatabase1
mp-683905,K3Ta2AsSe11,1.208699999999999,1.45,4,BandgapDatabase1
mp-1211873,K3Ti2P5S18,1.1872999999999991,1.61,4,BandgapDatabase1
mp-556627,K4GeS4,2.7142,0.8,3,BandgapDatabase1
mp-568847,K4GeSe4,1.9993,0.64,3,BandgapDatabase1
mp-1199321,K5In3P6Se19,1.0646,2.2,4,BandgapDatabase1
mp-6296,K6Cd4Sn3Se13,1.4058,2.33,4,BandgapDatabase1
mp-1192667,KAg2SbS3,1.688299999999999,2.1,4,BandgapDatabase1
mp-1223584,KBi3S5,1.422699999999999,1.21,3,BandgapDatabase1
mp-1195253,KIn(TeO3)2,2.8719,4.0,4,BandgapDatabase1
mp-18625,KPSe6,1.9067,2.16,3,BandgapDatabase1
mp-11604,KSm2CuS4,1.013,2.17,4,BandgapDatabase1
mp-1194980,KY(TeO3)2,3.1251,3.8,4,BandgapDatabase1
mp-1198687,La2ZrS5,1.0739,2.01,3,BandgapDatabase1
mp-510011,La3CuGeSe7,1.1936,2.0,4,BandgapDatabase1
mp-1196490,La4Cd4In2S13,1.156899999999999,2.27,4,BandgapDatabase1
mp-1196663,La4InSbS9,2.2196,2.32,4,BandgapDatabase1
mp-1195582,La8Sb2S15,1.935799999999999,2.3,3,BandgapDatabase1
mp-5837,LaGaO3,3.3483,4.08,3,BandgapDatabase1
mp-4816,LaGaS3,2.2366,2.5,3,BandgapDatabase1
mp-550514,LaTaN2O,0.671299999999999,1.9,4,BandgapDatabase1
mp-1189383,Li2CdGeS4,2.2131,3.1,4,BandgapDatabase1
mp-1188784,Li2CdSnS4,1.9176,3.26,4,BandgapDatabase1
mp-554782,Li2Ga2GeS6,2.1339,3.65,4,BandgapDatabase1
mp-1191476,Li2In2GeS6,2.3229,3.45,4,BandgapDatabase1
mp-1191200,Li2In2GeSe6,1.5416,2.3,4,BandgapDatabase1
mp-1191903,Li2In2SiS6,2.427999999999999,3.61,4,BandgapDatabase1
mp-1191817,Li2In2SiSe6,1.8159,2.54,4,BandgapDatabase1
mp-531826,Li2PtO3,1.842,2.3,3,BandgapDatabase1
mp-985583,Li3PS4,2.8091,3.68,3,BandgapDatabase1
mp-542435,Li3ScN2,2.401399999999999,2.9,3,BandgapDatabase1
mp-6126,LiCdBO3,2.115599999999999,4.28,4,BandgapDatabase1
mp-1188392,LiInS2,2.187499999999999,3.57,3,BandgapDatabase1
mp-20187,LiInSe2,1.5731000000000002,2.83,3,BandgapDatabase1
mp-20782,LiInTe2,1.3847,1.23,3,BandgapDatabase1
mp-1222376,LiZnBO3,3.5248,3.1,4,BandgapDatabase1
mp-1232659,MnO,1.310499999999998,3.75,2,BandgapDatabase1
mp-644514,MnO2,0.540999999999999,2.0,2,BandgapDatabase1
mp-2831941,Na2CdSnS4,1.951,2.52,4,BandgapDatabase1
mp-1190388,Na2Ga2GeS6,2.6215,3.29,4,BandgapDatabase1
mp-17964,Na2Ge2Se5,1.4997,2.31,3,BandgapDatabase1
mp-1190145,Na2In2GeS6,2.190699999999999,2.7935,4,BandgapDatabase1
mp-1190138,Na2In2SiS6,2.2375,2.87,4,BandgapDatabase1
mp-648,Na2S,2.4399,1.62,2,BandgapDatabase1
mp-2784,Na2Te,2.0282,2.15,2,BandgapDatabase1
mp-1190141,Na2TeS3,1.7828,2.03,3,BandgapDatabase1
mp-556070,Na5Gd(MoO4)4,3.3922,3.376,4,BandgapDatabase1
mp-1192203,NaCdAsS3,1.975299999999999,2.93,4,BandgapDatabase1
mp-1194878,NaIn(TeO3)2,2.9873000000000003,4.0,4,BandgapDatabase1
mp-1195769,NaIn3S5,1.2428,2.18,3,BandgapDatabase1
mp-20289,NaInS2,1.8377,2.585,3,BandgapDatabase1
mp-557436,NaNb2PS10,1.315599999999999,1.72,4,BandgapDatabase1
mp-1045,Nd2O3,3.708,3.875,2,BandgapDatabase1
mp-1196300,Nd2ZrS5,1.0438,1.83,3,BandgapDatabase1
mp-560086,Nd4(GeS4)3,1.9962,2.62,3,BandgapDatabase1
mp-17360,Ni2Te3O8,3.0277,3.84,3,BandgapDatabase1
mp-1411545,NiS2,0.527899999999999,0.5449999999999999,2,BandgapDatabase1
mp-28885,PSe,2.2667,0.94,2,BandgapDatabase1
mp-20078,Pb2O3,1.074899999999999,1.67,2,BandgapDatabase1
mp-22633,Pb3O4,1.133,2.1100000000000003,2,BandgapDatabase1
mp-667338,PbN6,2.5064,3.0,2,BandgapDatabase1
mp-32689,Pr2Se3,1.475099999999999,1.85,2,BandgapDatabase1
mp-2980,Pr2Te4O11,3.3043,3.65,3,BandgapDatabase1
mp-9028,PrBN2,2.1062,4.0,3,BandgapDatabase1
mp-762,PtS2,1.5467,0.95,2,BandgapDatabase1
mp-1105212,Rb2AgPS4,2.2636,2.6,4,BandgapDatabase1
mp-18556,Rb2Cd3S4,1.8924,2.92,3,BandgapDatabase1
mp-16818,Rb2Cd3Se4,1.5237,2.37,3,BandgapDatabase1
mp-29901,Rb2Cd3Te4,1.4415,2.3,3,BandgapDatabase1
mp-1195291,Rb2Cu2Sb2S5,1.1696,1.6,4,BandgapDatabase1
mp-441,Rb2Te,1.8766,4.5,2,BandgapDatabase1
mp-1104938,Rb3Na(MoO4)2,4.5827,4.84,4,BandgapDatabase1
mp-683902,Rb3Nb2AsSe11,1.181199999999999,1.5,4,BandgapDatabase1
mp-1209358,Rb3Ta2AsS11,1.8938,2.21,4,BandgapDatabase1
mp-542067,Rb4Ti3S14,1.242899999999999,1.59,3,BandgapDatabase1
mp-1195102,RbAg5(PS4)2,1.162499999999999,2.4,4,BandgapDatabase1
mp-1209628,RbGaSnSe4,1.378099999999999,1.88,4,BandgapDatabase1
mp-601861,RbInS2,2.4133,3.05,3,BandgapDatabase1
mp-1192556,RbInTe3O8,3.0269,3.9,4,BandgapDatabase1
mp-1198591,RbMoPO6,2.8368,2.96,4,BandgapDatabase1
mp-17945,RbPSe6,1.8728999999999991,2.18,3,BandgapDatabase1
mp-10782,RbTbSe2,1.9336,2.5,3,BandgapDatabase1
mp-1194706,RbY(TeO3)2,3.1745,3.6,4,BandgapDatabase1
mp-401,Sc2S3,1.034999999999999,2.0,2,BandgapDatabase1
mp-1009750,ScN,2.4152,0.92,2,BandgapDatabase1
mp-978553,SiAs2,0.8890999999999991,1.905,2,BandgapDatabase1
mp-569128,SiB3,1.408,1.1,2,BandgapDatabase1
mp-1219182,SiGe,0.6059999999999991,0.51,2,BandgapDatabase1
mp-2798,SiP,1.7395,1.02,2,BandgapDatabase1
mp-1250007,SiSe2,2.4771,1.74,2,BandgapDatabase1
mp-218,Sm2O3,3.7823,3.7,2,BandgapDatabase1
mp-1403,Sm2S3,0.7441,3.0,2,BandgapDatabase1
mp-32594,Sm2Se3,1.5046,2.3,2,BandgapDatabase1
mp-1198078,Sm2ZrSe5,0.8425,1.41,3,BandgapDatabase1
mp-1199065,Sm4GaSbS9,1.9465999999999992,2.23,4,BandgapDatabase1
mp-1196183,Sm4InSbS9,2.1754,2.13,4,BandgapDatabase1
mp-1200917,SmBiW2O9,2.6689,3.39,4,BandgapDatabase1
mp-557633,Sn2WO5,2.421699999999999,2.597,3,BandgapDatabase1
mp-556980,Sn3WO6,2.161499999999999,2.49,3,BandgapDatabase1
mp-545820,SnO,0.519099999999999,2.55,2,BandgapDatabase1
mp-856,SnO2,0.6519,3.6,2,BandgapDatabase1
mp-10390,Ta2O5,1.2267,4.0,2,BandgapDatabase1
mp-1056,Tb2O3,3.9006,0.95,2,BandgapDatabase1
mp-1200490,Tb4Al2O9,4.0883,4.59,3,BandgapDatabase1
mp-1202576,Tb4GaSbS9,2.0116,2.44,4,BandgapDatabase1
mp-9481,TcS2,1.1885,0.9,2,BandgapDatabase1
mp-5967,TiCoSb,1.043199999999999,1.0,3,BandgapDatabase1
mp-1216778,TiS2,0.7773000000000001,1.12,2,BandgapDatabase1
mp-559093,Tl2BiP2S7,2.1415,1.8,4,BandgapDatabase1
mp-1188364,Tl2Hg3S4,1.579699999999999,2.05,3,BandgapDatabase1
mp-1105692,Tl2Hg3Se4,1.035699999999999,1.57,3,BandgapDatabase1
mp-1190100,Tl2Hg3Te4,0.9897,0.9,3,BandgapDatabase1
mp-556516,Tl2S,0.7668,0.79,2,BandgapDatabase1
mp-4988,TlAsS2,1.812399999999999,1.3,3,BandgapDatabase1
mp-4016,TlGaS2,1.7885,2.925,3,BandgapDatabase1
mp-17254,TlGaSe2,1.3543999999999992,1.88,3,BandgapDatabase1
mp-870,TlN3,1.7584,3.58,2,BandgapDatabase1
mp-561066,TlS,1.0387,1.36,2,BandgapDatabase1
mp-567318,TlSbSe2,0.8323,0.82,3,BandgapDatabase1
mp-1189598,Y3GaS6,2.0555,2.88,3,BandgapDatabase1
mp-6913,YN,0.700499999999999,1.9,2,BandgapDatabase1
mp-30311,Zn3(PS4)2,2.431399999999999,3.13,3,BandgapDatabase1
mp-3595,ZnSiAs2,0.8866,1.636,3,BandgapDatabase1
mp-2858,ZrO2,3.5322,5.0,2,BandgapDatabase1
mp-31909,Ta2Mn3O8,2.3214,1.89,3,DS2
mp-14091,AlAgSe2,1.7174,2.5,3,DS2
mp-14092,AlAgTe2,1.6625,2.35,3,DS2
mp-4452,Cd(GaS2)2,2.122,3.44,3,DS2
mp-4979,AlCuS2,1.6756,3.35,3,DS2
mp-8017,AlCuTe2,1.6873,2.06,3,DS2
mp-4809,Ga2HgS4,1.5693,2.84,3,DS2
mp-4730,Ga2HgSe4,0.9189,1.95,3,DS2
mp-20731,In2HgSe4,1.1169,1.45,3,DS2
mp-5782,AgAlS2,1.8992,3.13,3,DS2
mp-556434,AgBiP2S6,1.1838,1.7000000000000002,4,DS2
mp-569126,AgBiP2Se6,1.3565,1.4,4,DS2
mp-13383,AgScP2Se6,1.6484,1.55,4,DS2
mp-8684,Cs2AgVS4,1.3958,1.77,4,DS2
mp-10488,Cs2TiAg2S4,1.9722,2.44,4,DS2
mp-10378,Cs3Sb,1.1015,1.6,2,DS2
mp-8900,K2AgVS4,1.3267,1.85,4,DS2
mp-557121,K2Au2SnS4,1.7045,2.75,4,DS2
mp-9509,K2AuPS4,1.6278,2.63,4,DS2
mp-561132,K2PbGe2S6,2.2522,2.85,4,DS2
mp-866651,KBiSiS4,2.0505,2.25,4,DS2
mp-12365,KCuThS3,2.0372,2.95,4,DS2
mp-6088,LaCuOS,1.6685,3.1,4,DS2
mp-546790,LaCuOTe,1.1839,2.31,4,DS2
mp-2455,OsAs2,0.756,0.92,2,DS2
mp-2319,OsP2,0.8561000000000001,1.13,2,DS2
mp-19146,PbCrO4,2.0357,2.25,3,DS2
mp-649774,PbCuSbS3,0.7828,1.3,4,DS2
mp-8901,Rb2AgVS4,1.354,1.83,4,DS2
mp-15221,Rb2CuNbS4,1.988,2.64,4,DS2
mp-15222,Rb2CuNbSe4,1.6572,2.19,4,DS2
mp-15219,Rb2CuVS4,1.2546,1.85,4,DS2
mp-7129,Rb2TiCu2S4,1.7443,2.19,4,DS2
mp-15998,RbCu2VS4,1.1946,1.45,4,DS2
mp-8136,ThOS,1.1145,2.22,3,DS2
mp-7950,ThOSe,0.7684000000000001,1.65,3,DS2
mp-9510,Tl2AuPS4,1.2994,2.2,4,DS2
mp-13312,TlScS2,0.9377,1.51,3,DS2
mp-13313,TlScSe2,0.7617,0.79,3,DS2
mp-10795,TlTaS3,0.6057,0.78,3,DS2
mp-19318,Ag2MoO4,1.873099999999999,3.26,3,BandgapDatabase1
mp-2172,AlAs,1.503699999999999,2.2,2,BandgapDatabase1
mp-909,As2Se3,1.4466,1.76,2,BandgapDatabase1
mp-23262,Bi2O3,2.194499999999999,2.8,2,BandgapDatabase1
mp-22856,Bi2S3,1.361799999999999,1.3,2,BandgapDatabase1
mp-4666,CdSiP2,1.4257,1.358,3,BandgapDatabase1
mp-19387,CdWO4,3.262699999999999,3.7,3,BandgapDatabase1
mp-581024,CsK2Sb,0.8633999999999991,1.62,3,BandgapDatabase1
mp-574620,CsYZnSe3,2.1117,2.35,4,BandgapDatabase1
mp-3934,Cu3PS4,1.0202,2.3,3,BandgapDatabase1
mp-1103679,CuWO4,0.6442,2.3,3,BandgapDatabase1
mp-19935,ErFeO3,1.5703,1.69,3,BandgapDatabase1
mp-23501,FeBiO3,1.279099999999999,2.2,3,BandgapDatabase1
mp-19421,FeWO4,2.401,2.495,3,BandgapDatabase1
mp-2507,GaS,2.0036,2.5,2,BandgapDatabase1
mp-542812,GaTe,1.0066,1.685,2,BandgapDatabase1
mp-9548,GeAs,0.5112999999999991,1.615,2,BandgapDatabase1
mp-700,GeSe,0.8988,1.1565,2,BandgapDatabase1
mp-1224,HgO,1.1867,2.2,2,BandgapDatabase1
mp-19795,InS,1.3508,1.995,2,BandgapDatabase1
mp-10159,K3Sb,0.6773,1.4,2,BandgapDatabase1
mp-7375,KNbO3,2.2934,3.24,3,BandgapDatabase1
mp-12192,La2Ti2O7,2.928499999999999,3.4,3,BandgapDatabase1
mp-1078724,LiAsSe2,0.7504000000000001,1.105,3,BandgapDatabase1
mp-23703,LiH,2.981,2.76,2,BandgapDatabase1
mp-3731,LiNbO3,3.3358,3.875,3,BandgapDatabase1
mp-9124,LiZnAs,0.5518000000000001,1.61,3,BandgapDatabase1
mp-10182,LiZnP,1.3386,2.04,3,BandgapDatabase1
mp-5942,NaAsS2,1.3457,2.28,3,BandgapDatabase1
mp-3858,NaTaO3,2.6172,4.0,3,BandgapDatabase1
mp-21179,NiWO4,2.8991,2.9,3,BandgapDatabase1
mp-22341,PrFeO3,1.0793,2.08,3,BandgapDatabase1
mp-572758,ReS2,1.3202,1.47,2,BandgapDatabase1
mp-541582,ReSe2,1.1434,1.18,2,BandgapDatabase1
mp-2136,Sb2O3,2.2239,3.31,2,BandgapDatabase1
mp-2809,Sb2S3,1.2866,1.7,2,BandgapDatabase1
mp-2160,Sb2Se3,0.7564000000000001,1.2,2,BandgapDatabase1
mp-149,Si,0.6105,1.12,1,BandgapDatabase1
mp-1863,SiAs,1.451899999999999,1.525,2,BandgapDatabase1
mp-3335,Sm2Ti2O7,2.7306,3.6,3,BandgapDatabase1
mp-5999,Sm2Ti2S2O5,0.779899999999999,2.8,4,BandgapDatabase1
mp-19323,SmVO4,3.0241,2.28,3,BandgapDatabase1
mp-2231,SnS,0.904799999999999,1.3,2,BandgapDatabase1
mp-691,SnSe,0.5159,0.94,2,BandgapDatabase1
mp-17700,SnWO4,0.9171,1.9,3,BandgapDatabase1
mp-22232,TlInSe2,0.7351000000000001,1.295,3,BandgapDatabase1
mp-224,WS2,1.2557,1.8,2,BandgapDatabase1
mp-1821,WSe2,1.4465,1.565,2,BandgapDatabase1
mp-2979,ZnGeN2,1.6955,3.2,3,BandgapDatabase1
mp-4524,ZnGeP2,1.1782,2.06,3,BandgapDatabase1
mp-18918,ZnWO4,3.2609,3.3,3,BandgapDatabase1
mp-11674,Al2Se3,1.8004,3.1,2,BandgapDatabase1
mp-28395,B6P,2.4757,3.3,2,BandgapDatabase1
mp-754329,CdSnO3,0.9762,3.0,3,BandgapDatabase1
mp-20194,CeO2,1.8647,3.13,2,BandgapDatabase1
mp-567386,Cs2Cd3Te4,1.558699999999999,2.48,3,BandgapDatabase1
mp-2667,CsAu,1.023299999999999,2.6,2,BandgapDatabase1
mp-11124,CsLaHgSe3,1.4545,2.485,4,BandgapDatabase1
mp-11116,CsYCdSe3,2.085499999999999,2.56,4,BandgapDatabase1
mp-11123,CsYHgSe3,1.3946,2.54,4,BandgapDatabase1
mp-361,Cu2O,0.512699999999999,2.1,2,BandgapDatabase1
mp-12954,CuBS2,1.742499999999999,3.61,3,BandgapDatabase1
mp-539,Ga2S3,1.7106,2.99,2,BandgapDatabase1
mp-985829,HfS2,1.2237,1.93,2,BandgapDatabase1
mp-985831,HfSe2,0.5342,1.13,2,BandgapDatabase1
mp-22216,In2S3,0.8856,2.12,2,BandgapDatabase1
mp-20790,InPS4,2.3185,3.12,3,BandgapDatabase1
mp-6548,K2La2Ti3O10,1.733499999999999,3.05,4,BandgapDatabase1
mp-12535,K2ZnTe2,2.0537,3.0,3,BandgapDatabase1
mp-17698,K6CdTe4,1.6614,2.51,3,BandgapDatabase1
mp-12532,KAg2PS4,1.2441,3.02,4,BandgapDatabase1
mp-9490,KAg2SbS4,0.569599999999999,1.63,4,BandgapDatabase1
mp-557728,KCu4AsS4,1.2885,1.9,4,BandgapDatabase1
mp-3614,KTaO3,2.0995,3.65,3,BandgapDatabase1
mp-7475,La2S3,1.0358,2.59,2,BandgapDatabase1
mp-552488,LaCuSeO,1.5380999999999991,2.148,4,BandgapDatabase1
mp-549589,LaZnAsO,0.5760000000000001,1.5,4,BandgapDatabase1
mp-555874,LiAsS2,1.0664,1.6,3,BandgapDatabase1
mp-5048,LiGaTe2,1.5885,2.31,3,BandgapDatabase1
mp-3666,LiTaO3,3.7003,4.4,3,BandgapDatabase1
mp-7575,LiZnN,0.5187,1.945,3,BandgapDatabase1
mp-1634,MoSe2,1.3010000000000002,1.5,2,BandgapDatabase1
mp-573581,Na2TeSe3,1.2031,1.91,3,BandgapDatabase1
mp-3488,Na2Ti3O7,2.9953000000000003,3.51,3,BandgapDatabase1
mp-13019,NaLa2TaO6,3.979199999999999,4.5,4,BandgapDatabase1
mp-581967,Nb2O5,1.7731,3.4,2,BandgapDatabase1
mp-19009,NiO,2.300899999999999,3.6,2,BandgapDatabase1
mp-22342,PbSeO4,3.192299999999999,4.3,3,BandgapDatabase1
mp-18006,Rb2Cu2SnS4,0.9012999999999992,2.08,4,BandgapDatabase1
mp-17756,RbAg2SbS4,0.617799999999999,2.3,4,BandgapDatabase1
mp-2030,RuS2,0.6683999999999991,1.55,2,BandgapDatabase1
mp-9996,SiP2,1.4262,2.25,2,BandgapDatabase1
mp-1170,SnS2,1.514799999999999,2.2,2,BandgapDatabase1
mp-665,SnSe2,0.7018,1.2,2,BandgapDatabase1
mp-8377,TeO2,3.0604,3.7,2,BandgapDatabase1
mp-390,TiO2,2.0586,3.2,2,BandgapDatabase1
mp-17172,Tl2TeS3,1.2603,1.6,3,BandgapDatabase1
mp-7684,Tl3AsSe3,0.8813999999999991,1.3,3,BandgapDatabase1
mp-3785,TlGaTe2,0.5555999999999991,0.95,3,BandgapDatabase1
mp-22791,TlInTe2,0.540099999999999,0.86,3,BandgapDatabase1
mp-4763,ZnSiP2,1.3641,2.1,3,BandgapDatabase1
mp-13334,ZnSnO3,1.080999999999999,3.05,3,BandgapDatabase1
mp-1186,ZrS2,1.0418,1.7,2,BandgapDatabase1
mp-15077,Ag7AsS6,0.7299000000000001,1.0,3,Matbench_expt
mp-1228491,Al2S3,3.0435,4.1,2,Matbench_expt
mp-9631,AlAgO2,1.4090999999999991,3.6,3,Matbench_expt
mp-1194859,AlV(TeO4)2,2.836099999999999,2.9,4,Matbench_expt
mp-15649,As2Ir,0.8155000000000001,1.0,2,Matbench_expt
mp-1214793,AsOsS,1.1795,1.3,3,Matbench_expt
mp-1214786,AsRuS,0.9146,1.2,3,Matbench_expt
mp-542810,AsS,1.9674,2.4,2,Matbench_expt
mp-1196917,B2Mo(PbO2)6,2.4454,2.9,4,Matbench_expt
mp-1245025,B2O3,4.1254,4.89,2,Matbench_expt
mp-558521,B2Se2O7,3.941799999999999,4.64,3,Matbench_expt
mp-1200969,B3Pb3NO10,3.0129,3.64,4,Matbench_expt
